2021-03-16 22:17:31,984 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-03-16 22:17:32,060 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-03-16 22:17:32,062 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-03-16 22:17:32,064 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-03-16 22:17:32,071 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-03-16 22:17:32,073 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-03-16 22:17:32,074 INFO  SwAddin.cs: 201 - Setting up command manager
2021-03-16 22:17:32,076 INFO  SwAddin.cs: 204 - Adding command manager
2021-03-16 22:17:32,084 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-03-16 22:17:32,085 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-03-16 22:17:32,085 INFO  SwAddin.cs: 210 - Adding event handlers
2021-03-16 22:17:32,484 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-03-16 22:20:46,582 INFO  SwAddin.cs: 294 - Assembly export called for file box assembly.SLDASM
2021-03-16 22:20:46,585 INFO  SwAddin.cs: 299 - Save is required
2021-03-16 22:20:46,586 INFO  SwAddin.cs: 313 - Saving assembly
2021-03-16 22:20:47,702 INFO  SwAddin.cs: 316 - Opening property manager
2021-03-16 22:20:47,745 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from box assembly.SLDASM
2021-03-16 22:20:47,819 INFO  ExportHelperExtension.cs: 1136 - Found 42 in box assembly.SLDASM
2021-03-16 22:20:47,820 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in box assembly.SLDASM
2021-03-16 22:20:47,821 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-03-16 22:20:47,823 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-03-16 22:20:47,825 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link 3.1-1
2021-03-16 22:20:47,826 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link 3.1-1
2021-03-16 22:20:47,827 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link 3.1-1
2021-03-16 22:20:47,828 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link 5-1
2021-03-16 22:20:47,829 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link 5-1
2021-03-16 22:20:47,830 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link 5-1
2021-03-16 22:20:47,833 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from end effector-1
2021-03-16 22:20:48,071 INFO  ExportHelperExtension.cs: 1136 - Found 27 in end effector-1
2021-03-16 22:20:48,072 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in end effector-1
2021-03-16 22:20:48,073 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from boxbase-1
2021-03-16 22:20:48,073 INFO  ExportHelperExtension.cs: 1136 - Found 27 in boxbase-1
2021-03-16 22:20:48,074 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in boxbase-1
2021-03-16 22:20:48,075 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from limk 1-1
2021-03-16 22:20:48,076 INFO  ExportHelperExtension.cs: 1136 - Found 29 in limk 1-1
2021-03-16 22:20:48,077 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in limk 1-1
2021-03-16 22:20:48,077 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link 2-1
2021-03-16 22:20:48,078 INFO  ExportHelperExtension.cs: 1136 - Found 33 in link 2-1
2021-03-16 22:20:48,079 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link 2-1
2021-03-16 22:20:48,079 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link 4-1
2021-03-16 22:20:48,080 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link 4-1
2021-03-16 22:20:48,080 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link 4-1
2021-03-16 22:20:48,082 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from box assembly.SLDASM
2021-03-16 22:20:48,082 INFO  ExportHelperExtension.cs: 1136 - Found 42 in box assembly.SLDASM
2021-03-16 22:20:48,083 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in box assembly.SLDASM
2021-03-16 22:20:48,083 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-03-16 22:20:48,084 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-03-16 22:20:48,084 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link 3.1-1
2021-03-16 22:20:48,085 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link 3.1-1
2021-03-16 22:20:48,086 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link 3.1-1
2021-03-16 22:20:48,087 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link 5-1
2021-03-16 22:20:48,087 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link 5-1
2021-03-16 22:20:48,088 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link 5-1
2021-03-16 22:20:48,089 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from end effector-1
2021-03-16 22:20:48,089 INFO  ExportHelperExtension.cs: 1136 - Found 27 in end effector-1
2021-03-16 22:20:48,090 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in end effector-1
2021-03-16 22:20:48,090 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from boxbase-1
2021-03-16 22:20:48,091 INFO  ExportHelperExtension.cs: 1136 - Found 27 in boxbase-1
2021-03-16 22:20:48,092 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in boxbase-1
2021-03-16 22:20:48,093 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from limk 1-1
2021-03-16 22:20:48,094 INFO  ExportHelperExtension.cs: 1136 - Found 29 in limk 1-1
2021-03-16 22:20:48,094 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in limk 1-1
2021-03-16 22:20:48,095 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link 2-1
2021-03-16 22:20:48,096 INFO  ExportHelperExtension.cs: 1136 - Found 33 in link 2-1
2021-03-16 22:20:48,097 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link 2-1
2021-03-16 22:20:48,098 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link 4-1
2021-03-16 22:20:48,099 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link 4-1
2021-03-16 22:20:48,099 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link 4-1
2021-03-16 22:20:48,505 INFO  SwAddin.cs: 339 - Loading config tree
2021-03-16 22:20:48,512 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-03-16 22:20:48,520 INFO  SwAddin.cs: 344 - Showing property manager
2021-03-16 22:21:10,669 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-03-16 22:21:17,178 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-03-16 22:21:24,866 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-03-16 22:22:20,728 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
